Date,Open,High,Low,Close,Volume,day_of_week,time_in_minutes,market_time,dayOpen,dayClose,dayHigh,dayHigh_1,dayHigh_2,dayHigh_3,dayLow,prevDayLow,prevDayOpen,prev2DayOpen,prevDayClose,prev2DayClose,Close_1_day_ago,Close_2_days_ago,Open_1_day_ago,return_1d,return_2d,open_to_prev_close,PM_max,PM_max_time_in_sec,PM_min,PM_min_time_in_sec,PM_max_1dayago,PM_volume_sum,PM_volume_max,AH_max,AH_max_1dayago,EMA_3,EMA_13,EMA_48,return,vol_5,vol_20,vol_50,mom_5,PM_time_diff,PM_min_to_open_ratio,PM_range_to_open_ratio,PM_range_to_close_ratio,Close_to_open_ratio,dayOpen_to_prevDayClose,hist_close_ratio,dayOpen_to_prevDayOpen_ratio,dayOpen_to_prev2DayOpen_ratio,Open_1_day_ago_to_Close_1_day_ago_ratio,return_1d_to_return_2d_ratio,prev2DayClose_to_prevDayClose_ratio,PM_max_vs_PM_max_1dayago,AH_max_1dayago_to_Close,AH_max_1dayago_vs_PM_max,AH_max_1dayago_vs_prevDayClose,Close_to_prevDayLow,Close_to_prevDayHigh,Close_to_prevDayClose,Close_to_Close_1_day_ago,Close_to_prevDayOpen,PM_max_to_PM_min_ratio,PM_max_to_dayOpen_ratio,PM_max_to_prevDayClose_ratio,PM_min_to_prevDayClose_ratio,PM_max_to_prevDayOpen_ratio,PM_min_to_prevDayOpen_ratio,PM_max_to_Close_ratio,PM_min_to_Close_ratio,high_slope_rel,high_quad_p_rel,high_quad_q_rel,ema_ratio1,ema_ratio2,Close_to_EMA_48
2025-01-15 09:30:00,55.82,55.93,55.32,55.44,67839,2,570,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.68,55.29,55.54,0.9956896551724138,1.0027129679869777,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.44,55.44,55.44,-0.005560538116591962,0.007207799793856202,0.009799655084068982,0.006929552077452951,-1.7994155498294153e-05,0.0,0.9987459691866715,0.012182013615191683,0.01226551226551226,0.9931924041562163,1.006854256854257,1.0070537167661422,1.0050414115952466,1.0178701677607584,0.9974856321839081,0.9929956896551725,1.0036075036075036,,1.0225468975468976,1.0046074782916887,1.0225468975468976,1.0038022813688212,0.9901768172888015,1.0,0.9956896551724138,0.9981994958588405,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0178571428571428,1.0055916305916306,0.5050505050505071,-0.4870129870129799,2.4531024531024266,1.0,1.0,1.0
2025-01-15 10:00:00,55.44,55.72,55.31,55.5,59654,2,600,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.56,55.11,55.67,0.9989200863930885,1.0070767555797495,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.47,55.448571428571434,55.44244897959183,0.0010822510822510178,0.007388027194511247,0.009799658428974525,0.006930416320825157,-9.216161584869989e-06,0.0,0.9987459691866715,0.012182013615191683,0.012252252252252247,0.994267287710498,1.006854256854257,1.0081654872074035,1.0050414115952466,1.0178701677607584,1.001979841612671,0.9919006479481641,1.0036075036075036,,1.0214414414414414,1.0046074782916887,1.0225468975468976,1.004888647474199,0.9912484372209323,1.001082251082251,0.9989200863930885,0.9992797983435362,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0167567567567568,1.0045045045045045,0.5045045045045066,-0.48648648648647935,2.4504504504504236,1.0001104289058707,1.0003864584943576,1.001038031715182
2025-01-15 10:30:00,55.53,55.68,55.37,55.52,90861,2,630,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.47,55.59,55.55,1.0009013881377322,0.9987407807159561,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.495000000000005,55.458775510204084,55.44561432736359,0.0003603603603603567,0.007440955964219834,0.009790458888478843,0.00679088474860306,-5.318616977752701e-06,0.0,0.9987459691866715,0.012182013615191683,0.012247838616714692,0.994625582228592,1.006854256854257,0.9978413383702104,1.0050414115952466,1.0178701677607584,1.0014422210203713,1.0021633315305571,1.0036075036075036,,1.0210734870317002,1.0046074782916887,1.0225468975468976,1.0052507695093247,0.991605643864976,1.0014430014430016,1.0009013881377322,0.9996398991717682,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0163904899135445,1.00414265129683,0.5043227665706072,-0.4863112391930764,2.4495677233429127,1.0002373710346644,1.000653178680248,1.0013415970503496
2025-01-15 11:00:00,55.51,55.54,55.3,55.41,32272,2,660,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.53,55.59,55.48,0.9978390059427336,0.9967620075553156,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.4525,55.451807580174936,55.444160681348755,-0.001981268011527537,0.007214694543182954,0.009799393337124844,0.006799385444825356,-5.074250556978288e-06,0.0,0.9987459691866715,0.012182013615191683,0.01227215304096733,0.9926549623790756,1.006854256854257,0.9989206691851052,1.0050414115952466,1.0178701677607584,0.9990995858094723,1.001080497028633,1.0036075036075036,,1.0231005233712327,1.0046074782916887,1.0225468975468976,1.0032590983161325,0.9896410073227361,0.9994588744588745,0.9978390059427336,0.9976593446164925,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0184082295614512,1.0061360765204836,0.5053239487457158,-0.48727666486193116,2.4544306081934404,1.0001379207247834,1.0000124868756364,0.9993838723333718
2025-01-15 11:30:00,55.37,55.39,55.28,55.32,23281,2,690,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.43,55.46,55.51,0.9980155150640447,0.997475658131987,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.386250000000004,55.432977925864236,55.43909289843656,-0.0016242555495397104,0.00259104242813027,0.009803388223361862,0.006805291525282585,-1.569875906785879e-06,0.0,0.9987459691866715,0.012182013615191683,0.012292118582791028,0.9910426370476532,1.006854256854257,0.9994590695997115,1.0050414115952466,1.0178701677607584,1.0014432617716038,1.0005412231643513,1.0036075036075036,,1.0247650036153289,1.0046074782916887,1.0225468975468976,1.0016295491580662,0.9880335774245401,0.9978354978354979,0.9980155150640447,0.9960388908894491,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.020065075921909,1.0077729573391179,0.5061460592913976,-0.48806941431669565,2.45842371655818,0.9998896992672025,0.9991570374240633,0.9978518245481625
2025-01-15 12:00:00,55.3,55.56,55.3,55.5,32829,2,720,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.38,55.51,55.43,1.0021668472372698,0.9998198522788687,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.443125,55.44255250788363,55.441578902582,0.0032537960954446277,0.002133889610461685,0.009827643622350191,0.006817095324083372,2.51154263134331e-07,0.0,0.9987459691866715,0.012182013615191683,0.012252252252252247,0.994267287710498,1.006854256854257,0.9976580796252928,1.0050414115952466,1.0178701677607584,1.000902853015529,1.0023474178403755,1.0036075036075036,,1.0214414414414414,1.0046074782916887,1.0225468975468976,1.004888647474199,0.9912484372209323,1.001082251082251,1.0021668472372698,0.9992797983435362,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0167567567567568,1.0045045045045045,0.5045045045045066,-0.48648648648647935,2.4504504504504236,1.0000175609230635,1.0000103258614632,1.0010537415884322
2025-01-15 12:30:00,55.47,55.61,55.43,55.45,27749,2,750,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.44,55.59,55.37,1.0001803751803753,0.9974815614319122,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.4465625,55.44361643532883,55.44192262084396,-0.0009009009009008917,0.002117372879185521,0.00982664920678088,0.006819495606687199,-2.4155522918758773e-07,0.0,0.9987459691866715,0.012182013615191683,0.01226330027051397,0.9933715514152633,1.006854256854257,0.997301672962763,1.0050414115952466,1.0178701677607584,0.9987373737373737,1.0027056277056279,1.0036075036075036,,1.0223624887285843,1.0046074782916887,1.0225468975468976,1.0039833423863844,0.9903554206108234,1.0001803751803753,1.0001803751803753,0.9983795462729564,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.017673579801623,1.005410279531109,0.5049594229035187,-0.4869251577998125,2.4526600541027688,1.0000305511498302,1.0000531362284892,1.0001456908197661
2025-01-15 13:00:00,55.45,55.66,55.4,55.64,33155,2,780,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.51,55.66,55.43,1.0023419203747073,0.9996406755300037,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.54328125,55.471671230281856,55.45000741182992,0.003426510369702429,0.002681336476862619,0.009848140095266546,0.0063671685239902265,8.038262127727813e-07,0.0,0.9987459691866715,0.012182013615191683,0.012221423436376702,0.9967753493371552,1.006854256854257,0.9973050664750269,1.0050414115952466,1.0178701677607584,0.9985588182309494,1.0027022158169698,1.0036075036075036,,1.0188713156002875,1.0046074782916887,1.0225468975468976,1.0074235017200797,0.9937488837292373,1.0036075036075036,1.0023419203747073,1.0018005041411595,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0141984184040258,1.0019769949676491,0.503235082674337,-0.48526240115024444,2.444284687275315,1.0003906909928981,1.0012909295525074,1.0034263762448037
2025-01-15 13:30:00,55.65,55.85,55.64,55.84,36099,2,810,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.45,55.87,55.51,1.0070333633904418,0.9994630391981386,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.691640625000005,55.52428962595588,55.46592547665319,0.0035945363048166534,0.002582980570208916,0.009867725997315287,0.0063661842397113545,2.8083833508585607e-06,0.0,0.9987459691866715,0.012182013615191683,0.012177650429799422,1.000358294518094,1.006854256854257,0.9924825487739396,1.0050414115952466,1.0178701677607584,1.0010820559062217,1.0075743913435526,1.0036075036075036,,1.0152220630372493,1.0046074782916887,1.0225468975468976,1.011044722071338,0.9973209501696731,1.0072150072150072,1.0070333633904418,1.0054015124234787,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0105659025787965,0.9983882521489971,0.501432664756449,-0.48352435530085247,2.4355300859598588,1.0010522523297165,1.0030140142300152,1.0067442221531897
2025-01-15 14:00:00,55.84,55.86,55.74,55.78,55700,2,840,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.37,55.88,55.44,1.007404731804226,0.9982104509663564,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.7358203125,55.56081967939076,55.478744844953056,-0.0010744985673353247,0.00242068540767822,0.009874254227499435,0.006251203049781687,2.479356660845573e-06,0.0,0.9987459691866715,0.012182013615191683,0.012190749372534953,0.9992834109638122,1.006854256854257,0.990873299928418,1.0050414115952466,1.0178701677607584,1.0012642225031605,1.0092107639515984,1.0036075036075036,,1.0163140910720687,1.0046074782916887,1.0225468975468976,1.0099583559659606,0.9962493302375424,1.0061327561327562,1.007404731804226,1.0043212099387828,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.011652922194335,0.9994621728217999,0.5019720329867357,-0.4840444603800574,2.438149874506965,1.0014793924171694,1.0031497129473443,1.0054301004085233
2025-01-15 14:30:00,55.77,55.89,55.76,55.86,52958,2,870,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.3,55.92,55.37,1.010126582278481,0.9989270386266094,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.79791015625,55.60355972519208,55.49430627985293,0.0014342058085334841,0.0022520591381710283,0.009870491727933433,0.006254084915727918,1.7504534160584624e-06,0.0,0.9987459691866715,0.012182013615191683,0.012173290368779085,1.0007165890361878,1.006854256854257,0.9889127324749641,1.0050414115952466,1.0178701677607584,1.0012658227848101,1.0112115732368898,1.0036075036075036,,1.014858575008951,1.0046074782916887,1.0225468975468976,1.0114068441064639,0.9976781568137167,1.0075757575757576,1.010126582278481,1.0057616132517104,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.010204081632653,0.998030791263874,0.5012531328320823,-0.4833512352309274,2.434658073755792,1.0019687325180389,1.0034952875682501,1.0065897520784008
2025-01-15 15:00:00,55.87,55.92,55.77,55.83,52143,2,900,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.33,55.77,55.31,1.009036688957166,1.0010758472296932,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.813955078125,55.63590833587892,55.50800806434873,-0.0005370569280344073,0.002167622573516048,0.009330724470077868,0.0062448391208028455,1.6517789224315726e-06,0.0,0.9987459691866715,0.012182013615191683,0.012179831631739203,1.0001791472590469,1.006854256854257,0.9921104536489151,1.0050414115952466,1.0178701677607584,0.9996385324417134,1.0079522862823063,1.0036075036075036,,1.015403904710729,1.0046074782916887,1.0225468975468976,1.0108636610537751,0.9971423468476514,1.007034632034632,1.009036688957166,1.0052214620093627,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.0107469102632993,0.9985670786315601,0.5015224789539694,-0.4836109618484614,2.435966326347815,1.002304176928524,1.003200212732597,1.005800819501179
2025-01-15 15:30:00,55.84,55.84,55.63,55.76,231313,2,930,RTH,55.82,55.76,55.93,55.43,55.98,55.99,55.28,55.23,55.54,54.84,55.44,55.64,55.44,55.64,55.33,1.0057720057720059,1.00215672178289,1.006854256854257,56.43,32400.0,55.75,32400.0,,1628,1628,55.8,56.69,55.7869775390625,55.65363571646765,55.51829344947735,-0.0012538061973849102,0.0020649819536008385,0.009342451181213364,0.0062469970535992585,2.8023436934422226e-07,0.0,0.9987459691866715,0.012182013615191683,0.012195121951219507,0.9989251164457184,1.006854256854257,0.9964054636951832,1.0050414115952466,1.0178701677607584,0.998015873015873,1.0036075036075038,1.0036075036075036,,1.0166786226685796,1.0046074782916887,1.0225468975468976,1.0095962339308346,0.9958921235934988,1.0057720057720059,1.0057720057720059,1.003961109110551,1.0121973094170404,1.0109279828018631,1.0178571428571428,1.0055916305916306,1.0160244868563197,1.003781058696435,1.012015781922525,0.9998206599713056,0.5021520803443349,-0.48421807747488527,2.439024390243876,1.002437795879181,1.0023959229415698,1.0043536379723668
2025-01-16 09:30:00,55.43,55.77,55.31,55.51,54851,3,570,RTH,55.43,56.03,56.18,55.98,55.99,55.93,55.3,55.28,55.82,55.54,55.76,55.44,55.44,55.68,55.82,1.0012626262626263,0.9969468390804598,0.9940817790530847,55.59,32400.0,55.52,32400.0,56.43,700,700,56.02,55.8,55.51,55.51,55.51,-0.00018011527377526093,0.002225312204087536,0.0019657810815508566,0.006239127030114138,-5.220428075102143e-06,0.0,1.0016236694930543,0.0012628540501533516,0.001261034047919299,1.0014432617716038,0.9940817790530847,0.9956896551724138,0.9930132568971695,0.9980194454447245,1.006854256854257,1.0043290043290043,0.994261119081779,0.9851143009037746,1.0052242839128085,1.0037776578521316,1.0007173601147776,1.0041606367583211,0.9924906132665832,0.9955164992826399,1.0012626262626263,0.9944464349695449,1.0012608069164266,1.0028865235432076,0.9969512195121952,0.9956958393113344,0.9958796130419205,0.994625582228592,1.0014411817690507,1.0001801477211314,-0.04503693028282936,-0.06305170239597135,0.20716987930109446,1.0,1.0,1.0
2025-01-16 10:00:00,55.52,55.52,55.3,55.42,37104,3,600,RTH,55.43,56.03,56.18,55.98,55.99,55.93,55.3,55.28,55.82,55.54,55.76,55.44,55.5,55.56,55.44,0.9985585585585586,0.9974802015838733,0.9940817790530847,55.59,32400.0,55.52,32400.0,56.43,700,700,56.02,55.8,55.465,55.497142857142855,55.50632653061224,-0.0016213294901818998,0.002152901134472029,0.0019483269552216865,0.0062432096696413905,-4.10123576709293e-06,0.0,1.0016236694930543,0.0012628540501533516,0.0012630819198845233,0.9998195922785496,0.9940817790530847,0.9989200863930885,0.9930132568971695,0.9980194454447245,0.9989189189189189,1.001081081081081,0.994261119081779,0.9851143009037746,1.0068567304222302,1.0037776578521316,1.0007173601147776,1.002532561505065,0.9908814589665654,0.9939024390243903,0.9985585585585586,0.9928341096381226,1.0012608069164266,1.0028865235432076,0.9969512195121952,0.9956958393113344,0.9958796130419205,0.994625582228592,1.0030674846625767,1.0018044027426922,-0.04511006856730166,-0.06315409599423258,0.2075063154096671,0.9998345472661694,0.9994208196046129,0.9984447443019918
2025-01-16 10:30:00,55.41,55.57,55.4,55.46,34530,3,630,RTH,55.43,56.03,56.18,55.98,55.99,55.93,55.3,55.28,55.82,55.54,55.76,55.44,55.52,55.47,55.53,0.9989193083573487,0.9998197223724536,0.9940817790530847,55.59,32400.0,55.52,32400.0,56.43,700,700,56.02,55.8,55.462500000000006,55.49183673469388,55.50443565181174,0.0007217610970768895,0.0022872180510796133,0.0019150419372811927,0.006244178026385549,-2.6732712190902723e-06,0.0,1.0016236694930543,0.0012628540501533516,0.0012621709340064962,1.0005412231643513,0.9940817790530847,1.0009013881377322,0.9930132568971695,0.9980194454447245,1.0001801152737753,0.9990994236311238,0.994261119081779,0.9851143009037746,1.0061305445366029,1.0037776578521316,1.0007173601147776,1.0032561505065123,0.9915966386554622,0.9946197991391679,0.9989193083573487,0.9935506986743103,1.0012608069164266,1.0028865235432076,0.9969512195121952,0.9956958393113344,0.9958796130419205,0.994625582228592,1.0023440317345835,1.001081860800577,-0.04507753335737212,-0.06310854670033123,0.20735665344399118,0.9997730106257291,0.9994713324261706,0.9991994216085631
2025-01-16 11:00:00,55.46,55.54,55.41,55.51,32571,3,660,RTH,55.43,56.03,56.18,55.98,55.99,55.93,55.3,55.28,55.82,55.54,55.76,55.44,55.41,55.53,55.51,1.0018047283883775,0.9996398343237889,0.9940817790530847,55.59,32400.0,55.52,32400.0,56.43,700,700,56.02,55.8,55.48625,55.494431486880465,55.50466276806432,0.0009015506671474771,0.002437961259549169,0.001780479696728055,0.006245604392857028,-1.815268284133298e-06,0.0,1.0016236694930543,0.0012628540501533516,0.001261034047919299,1.0014432617716038,0.9940817790530847,0.9978390059427336,0.9930132568971695,0.9980194454447245,1.0018047283883775,1.0021656740660532,0.994261119081779,0.9851143009037746,1.0052242839128085,1.0037776578521316,1.0007173601147776,1.0041606367583211,0.9924906132665832,0.9955164992826399,1.0018047283883775,0.9944464349695449,1.0012608069164266,1.0028865235432076,0.9969512195121952,0.9956958393113344,0.9958796130419205,0.994625582228592,1.0014411817690507,1.0001801477211314,-0.04503693028282936,-0.06305170239597135,0.20716987930109446,0.9998156680777143,0.9998525710298987,1.0000961582625585
